# mapFileSha256=c6abe1353e0ea1829b626408b4f3807e4473b428ae239fd15a52e9745fff8116
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# playerId=1
# keepX=432
# keepY=280
# nativeOrientation=15
# preBuildSetting=1
# selectedCandidateId=<none>
# aivJsonSha256=<not-available>
# postNativeFailureFlag=0
# changedBuildingRecords=9
# selectedFieldsOfFullBuildingRecordArrayComplete=True
# buildingId is one-based
buildingId	phase	aliveState	type	owner	globalId	nativeCleanupLinkId	tileIdBegin	occupyTileGridSize	tileX	tileY
1	before	0	0	0	0	0	0	0	0	0
1	after	1	41	1	6232	6232	78993	7	432	280
2	before	0	0	0	0	0	0	0	0	0
2	after	1	71	1	6233	6232	82978	1	434	287
3	before	0	0	0	0	0	0	0	0	0
3	after	1	73	1	6234	6232	82979	1	435	287
4	before	0	0	0	0	0	0	0	0	0
4	after	1	72	1	6235	6232	82980	1	436	287
5	before	0	0	0	0	0	0	0	0	0
5	after	1	55	1	6236	6232	83553	7	432	288
6	before	0	0	0	0	0	0	0	0	0
6	after	1	10	1	6237	6237	80128	2	439	282
7	before	0	0	0	0	0	0	0	0	0
7	after	1	10	1	6238	6237	80131	2	442	282
8	before	0	0	0	0	0	0	0	0	0
8	after	1	10	1	6239	6237	81835	2	439	285
9	before	0	0	0	0	0	0	0	0	0
9	after	1	10	1	6240	6237	81838	2	442	285
