# mapFileSha256=d63cd2ff3aeaba80bc3bc173bb615207666f1eaf759ecac573fad0da61979df3
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# playerId=5
# keepX=284
# keepY=396
# nativeOrientation=6
# preBuildSetting=1
# selectedCandidateId=0
# aivJsonSha256=fe15c680d1515b8b401f1edb19b99f79cdb726e0169cf2db096df6c139a46eb8
# postNativeFailureFlag=0
# changedBuildingRecords=9
# selectedFieldsOfFullBuildingRecordArrayComplete=True
# buildingId is one-based
buildingId	phase	aliveState	type	owner	globalId	nativeCleanupLinkId	tileIdBegin	occupyTileGridSize	tileX	tileY
245	before	0	0	0	0	0	0	0	0	0
245	after	1	41	5	430	430	157493	7	284	396
246	before	0	0	0	0	0	0	0	0	0
246	after	1	71	5	431	430	159084	1	283	398
247	before	0	0	0	0	0	0	0	0	0
247	after	1	73	5	432	430	159883	1	283	399
248	before	0	0	0	0	0	0	0	0	0
248	after	1	72	5	433	430	160683	1	283	400
249	before	0	0	0	0	0	0	0	0	0
249	after	1	55	5	434	430	157485	7	276	396
250	before	0	0	0	0	0	0	0	0	0
250	after	1	10	5	435	435	163075	2	284	403
251	before	0	0	0	0	0	0	0	0	0
251	after	1	10	5	436	435	163078	2	287	403
252	before	0	0	0	0	0	0	0	0	0
252	after	1	10	5	437	435	165448	2	284	406
253	before	0	0	0	0	0	0	0	0	0
253	after	1	10	5	438	435	165451	2	287	406
