# mapFileSha256=d63cd2ff3aeaba80bc3bc173bb615207666f1eaf759ecac573fad0da61979df3
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# playerId=4
# keepX=258
# keepY=417
# nativeOrientation=15
# preBuildSetting=1
# selectedCandidateId=<none>
# aivJsonSha256=<not-available>
# postNativeFailureFlag=0
# changedBuildingRecords=9
# selectedFieldsOfFullBuildingRecordArrayComplete=True
# buildingId is one-based
buildingId	phase	aliveState	type	owner	globalId	nativeCleanupLinkId	tileIdBegin	occupyTileGridSize	tileX	tileY
91	before	1	67	2	262	0	176265	1	265	420
91	after	1	41	4	421	421	173969	7	258	417
92	before	1	67	2	263	0	177025	1	266	421
92	after	1	71	4	422	421	179284	1	260	424
94	before	1	67	2	265	0	177024	1	265	421
94	after	1	73	4	423	421	179285	1	261	424
95	before	1	67	2	266	0	180039	1	264	425
95	after	1	72	4	424	421	179286	1	262	424
96	before	1	67	2	267	0	183020	1	261	429
96	after	1	55	4	425	421	180033	7	258	425
97	before	1	67	2	268	0	181535	1	264	427
97	after	1	10	4	426	426	175504	2	265	419
98	before	1	67	2	269	0	183022	1	263	429
98	after	1	10	4	427	426	175507	2	268	419
101	before	1	67	2	272	0	183761	1	261	430
101	after	1	10	4	428	426	177781	2	265	422
219	before	1	67	2	390	0	183021	1	262	429
219	after	1	10	4	429	426	177784	2	268	422
