# mapFileSha256=d63cd2ff3aeaba80bc3bc173bb615207666f1eaf759ecac573fad0da61979df3
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# playerId=1
# keepX=458
# keepY=351
# nativeOrientation=15
# preBuildSetting=1
# selectedCandidateId=<none>
# aivJsonSha256=<not-available>
# postNativeFailureFlag=0
# changedBuildingRecords=9
# selectedFieldsOfFullBuildingRecordArrayComplete=True
# buildingId is one-based
buildingId	phase	aliveState	type	owner	globalId	nativeCleanupLinkId	tileIdBegin	occupyTileGridSize	tileX	tileY
1	before	0	0	0	0	0	0	0	0	0
1	after	1	41	1	169	169	123962	7	458	351
2	before	0	0	0	0	0	0	0	0	0
2	after	1	71	1	170	169	128941	1	460	358
3	before	0	0	0	0	0	0	0	0	0
3	after	1	73	1	171	169	128942	1	461	358
4	before	0	0	0	0	0	0	0	0	0
4	after	1	72	1	172	169	128943	1	462	358
5	before	0	0	0	0	0	0	0	0	0
5	after	1	55	1	173	169	129658	7	458	359
6	before	0	0	0	0	0	0	0	0	0
6	after	1	10	1	174	174	125381	2	465	353
7	before	0	0	0	0	0	0	0	0	0
7	after	1	10	1	175	174	125384	2	468	353
8	before	0	0	0	0	0	0	0	0	0
8	after	1	10	1	176	174	127514	2	465	356
9	before	0	0	0	0	0	0	0	0	0
9	after	1	10	1	177	174	127517	2	468	356
